scenario_id,events,operating_cost,operating_cost_M,unmet_tons,status,solve_time_s
0,[],3507016500.0,3507.0165,300.0,optimal,0.0020360946655273438
1,"[[0, 0, 2]]",3507016500.0,3507.0165,300.0,optimal,0.0016641616821289062
2,"[[0, 0, 3]]",6090087666.666668,6090.087666666668,558.3333333333335,optimal,0.0016942024230957031
3,"[[0, 0, 4]]",10173061499.999998,10173.061499999998,916.6666666666667,optimal,0.0016138553619384766
4,"[[0, 0, 5]]",15006036500.0,15006.0365,1275.0,optimal,0.0016171932220458984
5,"[[0, 0, 6]]",19089009166.666664,19089.009166666663,1633.3333333333335,optimal,0.0015082359313964844
6,"[[0, 1, 2]]",3507029416.666667,3507.029416666667,300.0,optimal,0.0018837451934814453
7,"[[0, 1, 3]]",6090110583.333335,6090.110583333335,558.3333333333335,optimal,0.0016677379608154297
8,"[[0, 1, 4]]",9673104916.666668,9673.104916666667,916.6666666666667,optimal,0.0016109943389892578
9,"[[0, 1, 5]]",13714411916.666668,13714.411916666668,1275.0,optimal,0.0016431808471679688
10,"[[0, 1, 6]]",17797385750.0,17797.38575,1633.3333333333335,optimal,0.0016598701477050781
11,"[[0, 2, 2]]",3507046916.666667,3507.046916666667,300.0,optimal,0.0016329288482666016
12,"[[0, 2, 3]]",6090138583.333335,6090.138583333335,558.3333333333335,optimal,0.0016582012176513672
13,"[[0, 2, 4]]",9673120166.666668,9673.120166666668,916.6666666666667,optimal,0.0016701221466064453
14,"[[0, 2, 5]]",13256106666.666666,13256.106666666667,1275.0,optimal,0.001699209213256836
15,"[[0, 2, 6]]",16839099166.666668,16839.099166666667,1633.3333333333335,optimal,0.0016889572143554688
16,"[[0, 3, 2]]",3507067000.0,3507.067,300.0,optimal,0.0016760826110839844
17,"[[0, 3, 3]]",6090155583.333335,6090.155583333335,558.3333333333335,optimal,0.0017080307006835938
18,"[[0, 3, 4]]",9673137916.666666,9673.137916666667,916.6666666666667,optimal,0.0016658306121826172
19,"[[0, 3, 5]]",13256124916.666668,13256.124916666668,1275.0,optimal,0.001687765121459961
20,"[[0, 3, 6]]",16839113416.666668,16839.113416666667,1633.3333333333335,optimal,0.0017631053924560547
21,"[[0, 4, 2]]",3507083083.333333,3507.083083333333,300.0,optimal,0.0016541481018066406
22,"[[0, 4, 3]]",6090175250.000002,6090.175250000002,558.3333333333335,optimal,0.0017731189727783203
23,"[[0, 4, 4]]",9673157583.333336,9673.157583333335,916.6666666666667,optimal,0.0017268657684326172
24,"[[0, 4, 5]]",13256141083.333334,13256.141083333334,1275.0000000000002,optimal,0.0017590522766113281
25,"[[0, 4, 6]]",16839131250.0,16839.13125,1633.3333333333335,optimal,0.0017962455749511719
26,"[[0, 5, 2]]",3507097333.333333,3507.097333333333,300.0,optimal,0.0016949176788330078
27,"[[0, 5, 3]]",6090195333.333335,6090.195333333335,558.3333333333335,optimal,0.00180816650390625
28,"[[0, 5, 4]]",9673173833.333334,9673.173833333334,916.6666666666667,optimal,0.0018138885498046875
29,"[[0, 5, 5]]",13256159833.333334,13256.159833333333,1275.0000000000002,optimal,0.0018701553344726562
30,"[[0, 5, 6]]",16839177750.0,16839.17775,1633.3333333333335,optimal,0.0018818378448486328
31,"[[0, 6, 2]]",3507112750.0,3507.11275,300.0,optimal,0.001714944839477539
32,"[[0, 6, 3]]",6090209333.333337,6090.209333333337,558.3333333333336,optimal,0.0018470287322998047
33,"[[0, 6, 4]]",9673192500.000002,9673.192500000001,916.666666666667,optimal,0.001863241195678711
34,"[[0, 6, 5]]",13256200250.0,13256.20025,1275.0,optimal,0.00197601318359375
35,"[[0, 6, 6]]",16839191416.66667,16839.19141666667,1633.3333333333335,optimal,0.001950979232788086
36,"[[0, 7, 2]]",3507129666.666667,3507.129666666667,300.0,optimal,0.0016789436340332031
37,"[[0, 7, 3]]",6090229250.000004,6090.229250000004,558.3333333333336,optimal,0.0018260478973388672
38,"[[0, 7, 4]]",9673226083.333336,9673.226083333337,916.666666666667,optimal,0.001886129379272461
39,"[[0, 7, 5]]",13256213833.333336,13256.213833333335,1275.0,optimal,0.001943826675415039
40,"[[0, 7, 6]]",16839207000.000002,16839.207000000002,1633.3333333333335,optimal,0.001893758773803711
41,"[[0, 8, 2]]",3507145166.666667,3507.145166666667,300.0,optimal,0.0017230510711669922
42,"[[0, 8, 3]]",6090256750.000003,6090.256750000003,558.3333333333336,optimal,0.0018858909606933594
43,"[[0, 8, 4]]",9673238750.000002,9673.238750000002,916.666666666667,optimal,0.0019309520721435547
44,"[[0, 8, 5]]",13256226250.000002,13256.226250000002,1275.0000000000002,optimal,0.0020003318786621094
45,"[[0, 8, 6]]",16839219750.000002,16839.21975,1633.3333333333335,optimal,0.0019910335540771484
46,"[[0, 9, 2]]",3507165166.666667,3507.165166666667,300.0,optimal,0.00174713134765625
47,"[[0, 9, 3]]",6090271833.333336,6090.271833333336,558.3333333333336,optimal,0.00191497802734375
48,"[[0, 9, 4]]",9673254500.000002,9673.254500000003,916.666666666667,optimal,0.002087116241455078
49,"[[0, 9, 5]]",13256242500.000002,13256.242500000002,1275.0000000000002,optimal,0.002096891403198242
50,"[[0, 9, 6]]",16839231666.66667,16839.23166666667,1633.3333333333335,optimal,0.0020837783813476562
51,"[[0, 10, 2]]",3507180333.333333,3507.1803333333332,300.0,optimal,0.0017650127410888672
52,"[[0, 10, 3]]",6090290500.000003,6090.290500000003,558.3333333333336,optimal,0.001955747604370117
53,"[[0, 10, 4]]",9673273166.666668,9673.273166666668,916.666666666667,optimal,0.002064943313598633
54,"[[0, 10, 5]]",13256257333.333336,13256.257333333337,1275.0000000000005,optimal,0.002170085906982422
55,"[[0, 10, 6]]",16839247500.000002,16839.2475,1633.3333333333337,optimal,0.002148866653442383
56,"[[0, 11, 2]]",3507194583.333333,3507.194583333333,300.0,optimal,0.0017592906951904297
57,"[[0, 11, 3]]",6090310583.333336,6090.310583333336,558.3333333333336,optimal,0.0019369125366210938
58,"[[0, 11, 4]]",9673289083.333338,9673.289083333339,916.666666666667,optimal,0.0021429061889648438
59,"[[0, 11, 5]]",13256275083.333334,13256.275083333334,1275.0000000000005,optimal,0.002190113067626953
60,"[[0, 11, 6]]",16839294000.000004,16839.294000000005,1633.3333333333337,optimal,0.0022308826446533203
61,"[[0, 12, 2]]",3507210000.0,3507.21,300.0,optimal,0.0017981529235839844
62,"[[0, 12, 3]]",6090324583.333338,6090.324583333338,558.3333333333337,optimal,0.0019919872283935547
63,"[[0, 12, 4]]",9673307750.000004,9673.307750000004,916.6666666666672,optimal,0.0021228790283203125
64,"[[0, 12, 5]]",13256315500.000004,13256.315500000004,1275.0000000000005,optimal,0.0022110939025878906
65,"[[0, 12, 6]]",16839306666.66667,16839.30666666667,1633.3333333333335,optimal,0.0022649765014648438
66,"[[0, 13, 2]]",3507226916.666667,3507.226916666667,300.0,optimal,0.0018088817596435547
67,"[[0, 13, 3]]",6090344500.000005,6090.344500000005,558.3333333333337,optimal,0.0019741058349609375
68,"[[0, 13, 4]]",9673341333.333336,9673.341333333336,916.666666666667,optimal,0.0021419525146484375
69,"[[0, 13, 5]]",13256329083.333338,13256.329083333338,1275.0000000000005,optimal,0.0022721290588378906
70,"[[0, 13, 6]]",16839322250.000002,16839.32225,1633.3333333333335,optimal,0.002299785614013672
71,"[[0, 14, 2]]",3507242416.666667,3507.242416666667,300.0,optimal,0.0018122196197509766
72,"[[0, 14, 3]]",6090372000.000005,6090.372000000005,558.3333333333337,optimal,0.00202178955078125
73,"[[0, 14, 4]]",9673354000.000004,9673.354000000003,916.6666666666671,optimal,0.0021970272064208984
74,"[[0, 14, 5]]",13256341500.000004,13256.341500000004,1275.0000000000005,optimal,0.002238035202026367
75,"[[0, 14, 6]]",16839335000.000004,16839.335000000003,1633.3333333333335,optimal,0.0022802352905273438
76,"[[0, 15, 2]]",3507262416.666667,3507.262416666667,300.0,optimal,0.0018548965454101562
77,"[[0, 15, 3]]",6090387083.333338,6090.387083333338,558.3333333333337,optimal,0.0020399093627929688
78,"[[0, 15, 4]]",9673369750.000002,9673.369750000002,916.666666666667,optimal,0.0021817684173583984
79,"[[0, 15, 5]]",13256357750.000004,13256.357750000005,1275.0000000000005,optimal,0.002275705337524414
80,"[[0, 15, 6]]",16256075750.000004,16256.075750000004,1575.0000000000002,optimal,0.002315044403076172
81,"[[0, 16, 2]]",3507277583.333333,3507.277583333333,300.0,optimal,0.001828908920288086
82,"[[0, 16, 3]]",6090405750.000006,6090.405750000005,558.3333333333338,optimal,0.002026081085205078
83,"[[0, 16, 4]]",9673388416.66667,9673.38841666667,916.666666666667,optimal,0.0021271705627441406
84,"[[0, 16, 5]]",12673101416.66667,12673.10141666667,1216.666666666667,optimal,0.002346038818359375
85,"[[0, 16, 6]]",15672817750.000004,15672.817750000004,1516.666666666667,optimal,0.002440929412841797
86,"[[0, 17, 2]]",3507291833.333333,3507.291833333333,300.0,optimal,0.0019199848175048828
87,"[[0, 17, 3]]",6090425833.333338,6090.425833333338,558.3333333333337,optimal,0.0021169185638427734
88,"[[0, 17, 4]]",9090133166.66667,9090.13316666667,858.3333333333337,optimal,0.0022079944610595703
89,"[[0, 17, 5]]",12089845333.333338,12089.845333333338,1158.3333333333337,optimal,0.002357006072998047
90,"[[0, 17, 6]]",12089845333.333338,12089.845333333338,1158.3333333333337,optimal,0.002437114715576172
91,"[[0, 18, 2]]",3507307250.0,3507.30725,300.0,optimal,0.0019578933715820312
92,"[[0, 18, 3]]",5507168666.666671,5507.168666666671,500.0000000000004,optimal,0.00214385986328125
93,"[[0, 18, 4]]",8506878000.000004,8506.878000000004,800.0000000000003,optimal,0.002277851104736328
94,"[[0, 18, 5]]",8506878000.000004,8506.878000000004,800.0000000000003,optimal,0.002259969711303711
95,"[[0, 18, 6]]",8506878000.000004,8506.878000000004,800.0000000000003,optimal,0.002324342727661133
96,"[[0, 19, 2]]",3507289750.0,3507.28975,300.0,optimal,0.002068042755126953
97,"[[0, 19, 3]]",4923914750.000004,4923.914750000004,441.6666666666671,optimal,0.002165079116821289
98,"[[0, 19, 4]]",4923914750.000004,4923.914750000004,441.6666666666671,optimal,0.0020630359649658203
99,"[[0, 19, 5]]",4923914750.000004,4923.914750000004,441.6666666666671,optimal,0.0020439624786376953
100,"[[0, 20, 2]]",3507268500.0,3507.2685,300.0,optimal,0.0018970966339111328
101,"[[0, 20, 3]]",3507268500.0,3507.2685,300.0,optimal,0.0019121170043945312
102,"[[0, 20, 4]]",3507268500.0,3507.2685,300.0,optimal,0.0019948482513427734
103,"[[0, 21, 2]]",3507113333.333333,3507.1133333333332,300.0,optimal,0.0017368793487548828
104,"[[0, 21, 3]]",3507113333.333333,3507.1133333333332,300.0,optimal,0.001766204833984375
105,"[[0, 22, 2]]",3507016500.0,3507.0165,300.0,optimal,0.0017261505126953125
106,"[[1, 0, 2]]",3507016500.0,3507.0165,300.0,optimal,0.001622915267944336
107,"[[1, 0, 3]]",3507016500.0,3507.0165,300.0,optimal,0.0016870498657226562
108,"[[1, 0, 4]]",3507016500.0,3507.0165,300.0,optimal,0.0017130374908447266
109,"[[1, 0, 5]]",3507016500.0,3507.0165,300.0,optimal,0.0016870498657226562
110,"[[1, 0, 6]]",3507016500.0,3507.0165,300.0,optimal,0.001672983169555664
111,"[[1, 1, 2]]",3507016500.0,3507.0165,300.0,optimal,0.0016431808471679688
112,"[[1, 1, 3]]",3507016500.0,3507.0165,300.0,optimal,0.0015990734100341797
113,"[[1, 1, 4]]",3507016500.0,3507.0165,300.0,optimal,0.001589059829711914
114,"[[1, 1, 5]]",3507016500.0,3507.0165,300.0,optimal,0.0015728473663330078
115,"[[1, 1, 6]]",3507016500.0,3507.0165,300.0,optimal,0.0015788078308105469
116,"[[1, 2, 2]]",3507016500.0,3507.0165,300.0,optimal,0.0015900135040283203
117,"[[1, 2, 3]]",3507016500.0,3507.0165,300.0,optimal,0.0016338825225830078
118,"[[1, 2, 4]]",3507016500.0,3507.0165,300.0,optimal,0.0016210079193115234
119,"[[1, 2, 5]]",3507016500.0,3507.0165,300.0,optimal,0.0016071796417236328
120,"[[1, 2, 6]]",3507016500.0,3507.0165,300.0,optimal,0.001710653305053711
121,"[[1, 3, 2]]",3507016500.0,3507.0165,300.0,optimal,0.0016529560089111328
122,"[[1, 3, 3]]",3507016500.0,3507.0165,300.0,optimal,0.0016040802001953125
123,"[[1, 3, 4]]",3507016500.0,3507.0165,300.0,optimal,0.0016827583312988281
124,"[[1, 3, 5]]",3507016500.0,3507.0165,300.0,optimal,0.0016520023345947266
125,"[[1, 3, 6]]",3507016500.0,3507.0165,300.0,optimal,0.001672983169555664
126,"[[1, 4, 2]]",3507016500.0,3507.0165,300.0,optimal,0.001703023910522461
127,"[[1, 4, 3]]",3507016500.0,3507.0165,300.0,optimal,0.0016369819641113281
128,"[[1, 4, 4]]",3507016500.0,3507.0165,300.0,optimal,0.0015990734100341797
129,"[[1, 4, 5]]",3507016500.0,3507.0165,300.0,optimal,0.0015900135040283203
130,"[[1, 4, 6]]",3507016500.0,3507.0165,300.0,optimal,0.001580953598022461
131,"[[1, 5, 2]]",3507016500.0,3507.0165,300.0,optimal,0.0015838146209716797
132,"[[1, 5, 3]]",3507016500.0,3507.0165,300.0,optimal,0.0015680789947509766
133,"[[1, 5, 4]]",3507016500.0,3507.0165,300.0,optimal,0.0015950202941894531
134,"[[1, 5, 5]]",3507016500.0,3507.0165,300.0,optimal,0.00168609619140625
135,"[[1, 5, 6]]",3507016500.0,3507.0165,300.0,optimal,0.0016269683837890625
136,"[[1, 6, 2]]",3507016500.0,3507.0165,300.0,optimal,0.0015909671783447266
137,"[[1, 6, 3]]",3507016500.0,3507.0165,300.0,optimal,0.0016510486602783203
138,"[[1, 6, 4]]",3507016500.0,3507.0165,300.0,optimal,0.0016489028930664062
